Date,CodeIn,CodeOut,Rate
20100823,USD,NZD,1.408768892
20100823,USD,PHP,45.04565491
20100823,USD,SGD,1.355321159
20100823,USD,THB,31.47512595
20100823,USD,ZAR,7.325251889
20100820,USD,USD,1
20100820,USD,JPY,85.39060656
20100820,USD,BGN,1.538667296
20100820,USD,CZK,19.51302022
20100820,USD,DKK,5.861537251
20100820,USD,EEK,12.30949571
20100820,USD,GBP,0.644402486
20100820,USD,HUF,219.8096137
20100820,USD,LTL,2.716387381
20100820,USD,LVL,0.557233892
20100820,USD,PLN,3.131932971
20100820,USD,RON,3.325466132
20100820,USD,SEK,7.455038943
20100820,USD,CHF,1.034615687
20100820,USD,NOK,6.265439383
20100820,USD,HRK,5.733065848
20100820,USD,RUB,30.6190701
20100820,USD,TRY,1.51695382
20100820,USD,AUD,1.126111242
20100820,USD,BRL,1.761151758
20100820,USD,CAD,1.04838329
20100820,USD,CNY,6.790181732
20100820,USD,HKD,7.774604673
20100820,USD,IDR,8969.01896
20100820,USD,INR,46.6525057
20100820,USD,KRW,1183.72276
20100820,USD,MXN,12.75902761
20100820,USD,MYR,3.142081662
20100820,USD,NZD,1.422075368
20100820,USD,PHP,45.06962473
20100820,USD,SGD,1.358980411
20100820,USD,THB,31.52309024
20100820,USD,ZAR,7.357721658
20100819,USD,USD,1
20100819,USD,JPY,85.55624805
20100819,USD,BGN,1.52368339
20100819,USD,CZK,19.31520723
20100819,USD,DKK,5.804456217
20100819,USD,EEK,12.18962294
20100819,USD,GBP,0.639256778
20100819,USD,HUF,215.713618
20100819,USD,LTL,2.689934559
20100819,USD,LVL,0.551807417
20100819,USD,PLN,3.060377065
20100819,USD,RON,3.292302898
20100819,USD,SEK,7.353459022
20100819,USD,CHF,1.038563415
20100819,USD,NOK,6.150280461
20100819,USD,HRK,5.679962605
20100819,USD,RUB,30.45403553
20100819,USD,TRY,1.501636024
20100819,USD,AUD,1.110782175
20100819,USD,BRL,1.75436273
20100819,USD,CAD,1.026799626
20100819,USD,CNY,6.790199439
20100819,USD,HKD,7.770956684
20100819,USD,IDR,8968.198816
20100819,USD,INR,46.36958554
20100819,USD,KRW,1172.569336
20100819,USD,MXN,12.60151137
20100819,USD,MYR,3.124571518
20100819,USD,NZD,1.405967591
20100819,USD,PHP,44.93300094
20100819,USD,SGD,1.351121845
20100819,USD,THB,31.55500156
20100819,USD,ZAR,7.263867248
20100818,USD,USD,1
20100818,USD,JPY,85.34937888
20100818,USD,BGN,1.518478261
20100818,USD,CZK,19.26708075
20100818,USD,DKK,5.783928571
20100818,USD,EEK,12.14798137
20100818,USD,GBP,0.639208075
20100818,USD,HUF,216.1257764
20100818,USD,LTL,2.680745342
20100818,USD,LVL,0.55
20100818,USD,PLN,3.060093168
20100818,USD,RON,3.29076087
20100818,USD,SEK,7.333307453
20100818,USD,CHF,1.042158385
20100818,USD,NOK,6.156832298
20100818,USD,HRK,5.647127329
20100818,USD,RUB,30.40481367
20100818,USD,TRY,1.497282609
20100818,USD,AUD,1.107996894
20100818,USD,BRL,1.751086957
20100818,USD,CAD,1.027639752
20100818,USD,CNY,6.791692547
20100818,USD,HKD,7.770729814
20100818,USD,IDR,8965.628882
20100818,USD,INR,46.49068323
20100818,USD,KRW,1174.27795
20100818,USD,MXN,12.56746894
20100818,USD,MYR,3.145496894
20100818,USD,NZD,1.392857143
20100818,USD,PHP,45.08385093
20100818,USD,SGD,1.348524845
20100818,USD,THB,31.61490683
20100818,USD,ZAR,7.249611801
20100817,USD,USD,1
20100817,USD,JPY,85.27216174
20100817,USD,BGN,1.520839813
20100817,USD,CZK,19.28849145
20100817,USD,DKK,5.792534992
20100817,USD,EEK,12.16687403
20100817,USD,GBP,0.639968896
20100817,USD,HUF,217.340591
20100817,USD,LTL,2.684914463
20100817,USD,LVL,0.550933126
20100817,USD,PLN,3.087791602
20100817,USD,RON,3.295723173
20100817,USD,SEK,7.335147745
20100817,USD,CHF,1.042846034
20100817,USD,NOK,6.148133748
20100817,USD,HRK,5.639580093
20100817,USD,RUB,30.4155521
20100817,USD,TRY,1.499611198
20100817,USD,AUD,1.108164852
20100817,USD,BRL,1.749533437
20100817,USD,CAD,1.037402799
20100817,USD,CNY,6.792068429
20100817,USD,HKD,7.769751166
20100817,USD,IDR,8962.884914
20100817,USD,INR,46.61741835
20100817,USD,KRW,1176.2986
20100817,USD,MXN,12.61741835
20100817,USD,MYR,3.159020218
20100817,USD,NZD,1.409175739
20100817,USD,PHP,45.14385692
20100817,USD,SGD,1.354898911
20100817,USD,THB,31.72317263
20100817,USD,ZAR,7.25933126
20100816,USD,USD,1
20100816,USD,JPY,85.40561623
20100816,USD,BGN,1.525585023
20100816,USD,CZK,19.38611545
20100816,USD,DKK,5.811076443
20100816,USD,EEK,12.20483619
20100816,USD,GBP,0.640483619
20100816,USD,HUF,218.5647426
20100816,USD,LTL,2.693291732
20100816,USD,LVL,0.552652106
20100816,USD,PLN,3.114586583
20100816,USD,RON,3.300546022
20100816,USD,SEK,7.405850234
20100816,USD,CHF,1.041341654
20100816,USD,NOK,6.204368175
20100816,USD,HRK,5.643525741
20100816,USD,RUB,30.52457098
20100816,USD,TRY,1.511856474
20100816,USD,AUD,1.121606864
20100816,USD,BRL,1.769266771
20100816,USD,CAD,1.042589704
20100816,USD,CNY,6.808190328
20100816,USD,HKD,7.772386895
20100816,USD,IDR,8981.099844
20100816,USD,INR,46.8049922
20100816,USD,KRW,1187.168487
20100816,USD,MXN,12.71216849
20100816,USD,MYR,3.181513261
20100816,USD,NZD,1.422386895
20100816,USD,PHP,45.45397816
20100816,USD,SGD,1.36224649
20100816,USD,THB,31.81513261
20100816,USD,ZAR,7.297269891
20100813,USD,USD,1
20100813,USD,JPY,85.77232596
20100813,USD,BGN,1.528088132
20100813,USD,CZK,19.44292523
20100813,USD,DKK,5.821079772
20100813,USD,EEK,12.22486132
20100813,USD,GBP,0.641612626
20100813,USD,HUF,219.6109071
20100813,USD,LTL,2.697710759
20100813,USD,LVL,0.553793265
20100813,USD,PLN,3.137745136
20100813,USD,RON,3.305180092
20100813,USD,SEK,7.424095632
20100813,USD,CHF,1.053832331
20100813,USD,NOK,6.192671302
20100813,USD,HRK,5.649738261
20100813,USD,RUB,30.56355965
20100813,USD,TRY,1.515040238
20100813,USD,AUD,1.115712165
20100813,USD,BRL,1.773107274
20100813,USD,CAD,1.041409485
20100813,USD,CNY,6.795687163
20100813,USD,HKD,7.771544652
20100813,USD,IDR,8978.904602
20100813,USD,INR,46.75365263
20100813,USD,KRW,1193.140089
20100813,USD,MXN,12.73997969
20100813,USD,MYR,3.168528791
20100813,USD,NZD,1.410266427
20100813,USD,PHP,45.38635831
20100813,USD,SGD,1.362215798
20100813,USD,THB,31.88530354
20100813,USD,ZAR,7.299007735
20100812,USD,USD,1
20100812,USD,JPY,85.61376075
20100812,USD,BGN,1.529163409
20100812,USD,CZK,19.46051603
20100812,USD,DKK,5.825410477
20100812,USD,EEK,12.23346364
20100812,USD,GBP,0.641594996
20100812,USD,HUF,220.8209539
20100812,USD,LTL,2.69960907
20100812,USD,LVL,0.553870211
20100812,USD,PLN,3.146442533
20100812,USD,RON,3.313135262
20100812,USD,SEK,7.410476935
20100812,USD,CHF,1.05488663
20100812,USD,NOK,6.227130571
20100812,USD,HRK,5.653870211
20100812,USD,RUB,30.641595
20100812,USD,TRY,1.52494136
20100812,USD,AUD,1.119702893
20100812,USD,BRL,1.778264269
20100812,USD,CAD,1.047537138
20100812,USD,CNY,6.785066458
20100812,USD,HKD,7.767318217
20100812,USD,IDR,9018.209539
20100812,USD,INR,46.77482408
20100812,USD,KRW,1190.774042
20100812,USD,MXN,12.79093041
20100812,USD,MYR,3.184988272
20100812,USD,NZD,1.412040657
20100812,USD,PHP,45.46520719
20100812,USD,SGD,1.362861611
20100812,USD,THB,31.94996091
20100812,USD,ZAR,7.336356529
20100811,USD,USD,1
20100811,USD,JPY,84.94161033
20100811,USD,BGN,1.50261217
20100811,USD,CZK,19.06883835
20100811,USD,DKK,5.724031961
20100811,USD,EEK,12.02105101
20100811,USD,GBP,0.635986478
20100811,USD,HUF,216.7486171
20100811,USD,LTL,2.652735095
20100811,USD,LVL,0.544176398
20100811,USD,PLN,3.077366318
20100811,USD,RON,3.255992624
20100811,USD,SEK,7.282575292
20100811,USD,CHF,1.052166564
20100811,USD,NOK,6.120543946
20100811,USD,HRK,5.547019053
20100811,USD,RUB,30.2462354
20100811,USD,TRY,1.512599877
20100811,USD,AUD,1.106407498
20100811,USD,BRL,1.765519361
20100811,USD,CAD,1.037492317
20100811,USD,CNY,6.774969269
20100811,USD,HKD,7.765519361
20100811,USD,IDR,8984.311616
20100811,USD,INR,46.70482483
20100811,USD,KRW,1182.306392
20100811,USD,MXN,12.70436386
20100811,USD,MYR,3.172019053
20100811,USD,NZD,1.388598648
20100811,USD,PHP,45.21819299
20100811,USD,SGD,1.35994161
20100811,USD,THB,31.92532268
20100811,USD,ZAR,7.279732637
20100810,USD,USD,1
20100810,USD,JPY,86.21792431
20100810,USD,BGN,1.489225615
20100810,USD,CZK,18.864692
20100810,USD,DKK,5.672808955
20100810,USD,EEK,11.91395721
20100810,USD,GBP,0.635955227
20100810,USD,HUF,212.4800122
20100810,USD,LTL,2.629102261
20100810,USD,LVL,0.539176121
20100810,USD,PLN,3.033655677
20100810,USD,RON,3.225843296
20100810,USD,SEK,7.159750247
20100810,USD,CHF,1.058021777
20100810,USD,NOK,6.01385822
20100810,USD,HRK,5.497982182
20100810,USD,RUB,30.0558136
20100810,USD,TRY,1.499733496
20100810,USD,AUD,1.101652326
20100810,USD,BRL,1.757176578
20100810,USD,CAD,1.035178558
20100810,USD,CNY,6.772024671
20100810,USD,HKD,7.763648824
20100810,USD,IDR,8958.866976
20100810,USD,INR,46.40219295
20100810,USD,KRW,1168.720018
20100810,USD,MXN,12.68864692
20100810,USD,MYR,3.15099368
20100810,USD,NZD,1.392522653
20100810,USD,PHP,44.91509937
20100810,USD,SGD,1.355821214
20100810,USD,THB,31.96527831
20100810,USD,ZAR,7.268331684
20100809,USD,USD,1
20100809,USD,JPY,85.62589602
20100809,USD,BGN,1.475741342
20100809,USD,CZK,18.68859881
20100809,USD,DKK,5.622047838
20100809,USD,EEK,11.80608164
20100809,USD,GBP,0.626575115
20100809,USD,HUF,210.7296461
20100809,USD,LTL,2.605296914
20100809,USD,LVL,0.534897759
20100809,USD,PLN,3.004150004
20100809,USD,RON,3.193842903
20100809,USD,SEK,7.088206444
20100809,USD,CHF,1.03908549
20100809,USD,NOK,5.959028145
20100809,USD,HRK,5.452350411
20100809,USD,RUB,29.91020901
20100809,USD,TRY,1.491888629
20100809,USD,AUD,1.088281898
20100809,USD,BRL,1.755149777
20100809,USD,CAD,1.028672753
20100809,USD,CNY,6.767071606
20100809,USD,HKD,7.762468875
20100809,USD,IDR,8932.837848
20100809,USD,INR,46.12465102
20100809,USD,KRW,1160.061873
20100809,USD,MXN,12.68316608
20100809,USD,MYR,3.142986494
20100809,USD,NZD,1.371010337
20100809,USD,PHP,44.92869539
20100809,USD,SGD,1.347166679
20100809,USD,THB,31.97011997
20100809,USD,ZAR,7.213536558
20100806,USD,USD,1
20100806,USD,JPY,85.86824529
20100806,USD,BGN,1.484365513
20100806,USD,CZK,18.78794778
20100806,USD,DKK,5.655358227
20100806,USD,EEK,11.8750759
20100806,USD,GBP,0.630009107
20100806,USD,HUF,211.4829994
20100806,USD,LTL,2.620522162
20100806,USD,LVL,0.537568306
20100806,USD,PLN,3.025956284
20100806,USD,RON,3.222525804
20100806,USD,SEK,7.11900425
20100806,USD,CHF,1.049635701
20100806,USD,NOK,5.978673345
20100806,USD,HRK,5.483834244
20100806,USD,RUB,29.86490589
20100806,USD,TRY,1.497723133
20100806,USD,AUD,1.08955677
20100806,USD,BRL,1.754933212
20100806,USD,CAD,1.02208561
20100806,USD,CNY,6.768290832
20100806,USD,HKD,7.762370978
20100806,USD,IDR,8942.896175
20100806,USD,INR,46.15968427
20100806,USD,KRW,1161.976321
20100806,USD,MXN,12.58758349
20100806,USD,MYR,3.147009715
20100806,USD,NZD,1.368472981
20100806,USD,PHP,44.89298725
20100806,USD,SGD,1.351168792
20100806,USD,THB,32.07270795
20100806,USD,ZAR,7.268139041
20100805,USD,USD,1
20100805,USD,JPY,86.21055825
20100805,USD,BGN,1.483464806
20100805,USD,CZK,18.77275485
20100805,USD,DKK,5.651774879
20100805,USD,EEK,11.86787015
20100805,USD,GBP,0.629020024
20100805,USD,HUF,212.1359223
20100805,USD,LTL,2.618932039
20100805,USD,LVL,0.537242112
20100805,USD,PLN,3.021162015
20100805,USD,RON,3.22648665
20100805,USD,SEK,7.116429005
20100805,USD,CHF,1.048240291
20100805,USD,NOK,5.974287015
20100805,USD,HRK,5.480885922
20100805,USD,RUB,29.80961772
20100805,USD,TRY,1.501137743
20100805,USD,AUD,1.094432646
20100805,USD,BRL,1.751441141
20100805,USD,CAD,1.013197816
20100805,USD,CNY,6.77192051
20100805,USD,HKD,7.763956311
20100805,USD,IDR,8932.501517
20100805,USD,INR,46.19007888
20100805,USD,KRW,1166.520024
20100805,USD,MXN,12.49506978
20100805,USD,MYR,3.157463592
20100805,USD,NZD,1.37659284
20100805,USD,PHP,45.02503034
20100805,USD,SGD,1.352320995
20100805,USD,THB,32.09496359
20100805,USD,ZAR,7.22967233
20100804,USD,USD,1
20100804,USD,JPY,85.50658792
20100804,USD,BGN,1.480993488
20100804,USD,CZK,18.73012267
20100804,USD,DKK,5.642359534
20100804,USD,EEK,11.84809935
20100804,USD,GBP,0.627290625
20100804,USD,HUF,213.4560048
20100804,USD,LTL,2.614569135
20100804,USD,LVL,0.536574284
20100804,USD,PLN,3.031652279
20100804,USD,RON,3.222928972
20100804,USD,SEK,7.106088142
20100804,USD,CHF,1.039678934
20100804,USD,NOK,5.972285325
20100804,USD,HRK,5.476071483
20100804,USD,RUB,29.77896411
20100804,USD,TRY,1.500757232
20100804,USD,AUD,1.09525973
20100804,USD,BRL,1.758140239
20100804,USD,CAD,1.022868393
20100804,USD,CNY,6.772224746
20100804,USD,HKD,7.763592307
20100804,USD,IDR,8957.276995
20100804,USD,INR,46.16462214
20100804,USD,KRW,1168.612752
20100804,USD,MXN,12.59079206
20100804,USD,MYR,3.169468423
20100804,USD,NZD,1.364909889
20100804,USD,PHP,45.23852794
20100804,USD,SGD,1.352415569
20100804,USD,THB,32.14826594
20100804,USD,ZAR,7.290246857
20100803,USD,USD,1
20100803,USD,JPY,85.85583541
20100803,USD,BGN,1.479313214
20100803,USD,CZK,18.69298843
20100803,USD,DKK,5.635050299
20100803,USD,EEK,11.83465699
20100803,USD,GBP,0.627637849
20100803,USD,HUF,213.1533167
20100803,USD,LTL,2.611602753
20100803,USD,LVL,0.535814235
20100803,USD,PLN,3.02276681
20100803,USD,RON,3.207775509
20100803,USD,SEK,7.08342788
20100803,USD,CHF,1.037137887
20100803,USD,NOK,5.961349368
20100803,USD,HRK,5.470993117
20100803,USD,RUB,29.78897209
20100803,USD,TRY,1.494743212
20100803,USD,AUD,1.09742077
20100803,USD,BRL,1.753271311
20100803,USD,CAD,1.024355192
20100803,USD,CNY,6.773012631
20100803,USD,HKD,7.762423417
20100803,USD,IDR,8937.26647
20100803,USD,INR,46.16519174
20100803,USD,KRW,1171.575524
20100803,USD,MXN,12.5899705
20100803,USD,MYR,3.159518947
20100803,USD,NZD,1.363739505
20100803,USD,PHP,45.1206414
20100803,USD,SGD,1.350956811
20100803,USD,THB,32.16776341
20100803,USD,ZAR,7.284925497
20100802,USD,USD,1
20100802,USD,JPY,86.64422856
20100802,USD,BGN,1.496060583
20100802,USD,CZK,18.87860476
20100802,USD,DKK,5.699303909
20100802,USD,EEK,11.96863765
20100802,USD,GBP,0.63183661
20100802,USD,HUF,215.444045
20100802,USD,LTL,2.641168821
20100802,USD,LVL,0.541956705
20100802,USD,PLN,3.051327163
20100802,USD,RON,3.246997629
20100802,USD,SEK,7.157500191
20100802,USD,CHF,1.044901706
20100802,USD,NOK,6.012009485
20100802,USD,HRK,5.535607741
20100802,USD,RUB,30.16178383
20100802,USD,TRY,1.499273311
20100802,USD,AUD,1.097529259
20100802,USD,BRL,1.74734185
20100802,USD,CAD,1.022871567
20100802,USD,CNY,6.774191081
20100802,USD,HKD,7.764017441
20100802,USD,IDR,8940.105561
20100802,USD,INR,46.2449323
20100802,USD,KRW,1172.492924
20100802,USD,MXN,12.57798516
20100802,USD,MYR,3.161477855
20100802,USD,NZD,1.364644688
20100802,USD,PHP,45.29488258
20100802,USD,SGD,1.354241567
20100802,USD,THB,32.21525281
20100802,USD,ZAR,7.268492312
20100730,USD,USD,1
20100730,USD,JPY,86.4445809
20100730,USD,BGN,1.501228124
20100730,USD,CZK,19.01826835
20100730,USD,DKK,5.719220141
20100730,USD,EEK,12.00997851
20100730,USD,GBP,0.640850476
20100730,USD,HUF,219.2354928
20100730,USD,LTL,2.650291679
20100730,USD,LVL,0.54405895
20100730,USD,PLN,3.07683451
20100730,USD,RON,3.262818545
20100730,USD,SEK,7.24078907
20100730,USD,CHF,1.039376727
20100730,USD,NOK,6.09494934
20100730,USD,HRK,5.554267731
20100730,USD,RUB,30.25583359
20100730,USD,TRY,1.512357998
20100730,USD,AUD,1.110377648
20100730,USD,BRL,1.759594719
20100730,USD,CAD,1.032698803
20100730,USD,CNY,6.775023027
20100730,USD,HKD,7.766349401
20100730,USD,IDR,8940.044519
20100730,USD,INR,46.40006141
20100730,USD,KRW,1184.395149
20100730,USD,MXN,12.72182991
20100730,USD,MYR,3.18099478
20100730,USD,NZD,1.382637396
20100730,USD,PHP,45.55035309
20100730,USD,SGD,1.361145226
20100730,USD,THB,32.27509979
20100730,USD,ZAR,7.339269266
20100729,USD,USD,1
20100729,USD,JPY,86.95386028
20100729,USD,BGN,1.496518479
20100729,USD,CZK,18.94789196
20100729,USD,DKK,5.700589181
20100729,USD,EEK,11.97230087
20100729,USD,GBP,0.640217308
20100729,USD,HUF,217.1627515
20100729,USD,LTL,2.641977198
20100729,USD,LVL,0.542734716
20100729,USD,PLN,3.063738618
20100729,USD,RON,3.263753921
20100729,USD,SEK,7.246537608
20100729,USD,CHF,1.045221517
20100729,USD,NOK,6.098783381
20100729,USD,HRK,5.543423368
20100729,USD,RUB,30.18700742
20100729,USD,TRY,1.512587038
20100729,USD,AUD,1.109495753
20100729,USD,BRL,1.763103527
20100729,USD,CAD,1.033284873
20100729,USD,CNY,6.776111409
20100729,USD,HKD,7.766317239
20100729,USD,IDR,8968.184253
20100729,USD,INR,46.53531257
20100729,USD,KRW,1186.50241
20100729,USD,MXN,12.6695233
20100729,USD,MYR,3.190986303
20100729,USD,NZD,1.376999005
20100729,USD,PHP,45.70280817
20100729,USD,SGD,1.362001683
20100729,USD,THB,32.24730278
20100729,USD,ZAR,7.318846124
20100728,USD,USD,1
20100728,USD,JPY,87.75400246
20100728,USD,BGN,1.505387931
20100728,USD,CZK,19.23106527
20100728,USD,DKK,5.735837438
20100728,USD,EEK,12.04325739
20100728,USD,GBP,0.641895012
20100728,USD,HUF,217.2413793
20100728,USD,LTL,2.657635468
20100728,USD,LVL,0.545797414
20100728,USD,PLN,3.084205665
20100728,USD,RON,3.274707512
20100728,USD,SEK,7.296413177
20100728,USD,CHF,1.0591133
20100728,USD,NOK,6.143011084
20100728,USD,HRK,5.576277709
20100728,USD,RUB,30.24707512
20100728,USD,TRY,1.51216133
20100728,USD,AUD,1.117456897
20100728,USD,BRL,1.767010468
20100728,USD,CAD,1.030711207
20100728,USD,CNY,6.778017241
20100728,USD,HKD,7.766394704
20100728,USD,IDR,9001.63947
20100728,USD,INR,46.76031404
20100728,USD,KRW,1184.190271
20100728,USD,MXN,12.67149015
20100728,USD,MYR,3.191502463
20100728,USD,NZD,1.370150862
20100728,USD,PHP,45.81742611
20100728,USD,SGD,1.365455665
20100728,USD,THB,32.25523399
20100728,USD,ZAR,7.351985837
20100727,USD,USD,1
20100727,USD,JPY,87.30913834
20100727,USD,BGN,1.500652191
20100727,USD,CZK,19.25113174
20100727,USD,DKK,5.718560577
20100727,USD,EEK,12.00537098
20100727,USD,GBP,0.643136653
20100727,USD,HUF,217.7088928
20100727,USD,LTL,2.649274918
20100727,USD,LVL,0.54415714
20100727,USD,PLN,3.072584977
20100727,USD,RON,3.259264943
20100727,USD,SEK,7.259648584
20100727,USD,CHF,1.056932402
20100727,USD,NOK,6.137880764
20100727,USD,HRK,5.560500269
20100727,USD,RUB,30.19642446
20100727,USD,TRY,1.511624338
20100727,USD,AUD,1.10504105
20100727,USD,BRL,1.759226579
20100727,USD,CAD,1.026778178
20100727,USD,CNY,6.778562112
20100727,USD,HKD,7.76597867
20100727,USD,IDR,9015.767667
20100727,USD,INR,46.65771503
20100727,USD,KRW,1181.477787
20100727,USD,MXN,12.6169723
20100727,USD,MYR,3.184531574
20100727,USD,NZD,1.355175324
20100727,USD,PHP,45.78838334
20100727,USD,SGD,1.360469577
20100727,USD,THB,32.19980051
20100727,USD,ZAR,7.303000077
20100726,USD,USD,1
20100726,USD,JPY,86.85329828
20100726,USD,BGN,1.512489367
20100726,USD,CZK,19.43005181
20100726,USD,DKK,5.763359369
20100726,USD,EEK,12.1000696
20100726,USD,GBP,0.645155054
20100726,USD,HUF,222.2333926
20100726,USD,LTL,2.670172454
20100726,USD,LVL,0.548140128
20100726,USD,PLN,3.120640322
20100726,USD,RON,3.291547444
20100726,USD,SEK,7.336014229
20100726,USD,CHF,1.049725466
20100726,USD,NOK,6.188229835
20100726,USD,HRK,5.60126827
20100726,USD,RUB,30.30314748
20100726,USD,TRY,1.519758719
20100726,USD,AUD,1.115536308
20100726,USD,BRL,1.769468719
20100726,USD,CAD,1.035882762
20100726,USD,CNY,6.779522079
20100726,USD,HKD,7.768386049
20100726,USD,IDR,9032.147552
20100726,USD,INR,47.05513881
20100726,USD,KRW,1191.315444
20100726,USD,MXN,12.72260459
20100726,USD,MYR,3.19750986
20100726,USD,NZD,1.373134328
20100726,USD,PHP,46.14260305
20100726,USD,SGD,1.365710309
20100726,USD,THB,32.21483257
20100726,USD,ZAR,7.37143299
20100723,USD,USD,1
20100723,USD,JPY,87.21408079
20100723,USD,BGN,1.5164767
20100723,USD,CZK,19.52392029
20100723,USD,DKK,5.778087927
20100723,USD,EEK,12.13196868
20100723,USD,GBP,0.649143212
20100723,USD,HUF,222.6641855
20100723,USD,LTL,2.677211755
20100723,USD,LVL,0.549817787
20100723,USD,PLN,3.15577266
20100723,USD,RON,3.306815538
20100723,USD,SEK,7.320307048
20100723,USD,CHF,1.04582461
20100723,USD,NOK,6.176630224
20100723,USD,HRK,5.617585485
20100723,USD,RUB,30.3504691
20100723,USD,TRY,1.517949911
20100723,USD,AUD,1.11863224
20100723,USD,BRL,1.759013724
20100723,USD,CAD,1.037915794
20100723,USD,CNY,6.780336512
20100723,USD,HKD,7.769248662
20100723,USD,IDR,9047.220284
20100723,USD,INR,46.93494611
20100723,USD,KRW,1198.844693
20100723,USD,MXN,12.74296348
20100723,USD,MYR,3.197487788
20100723,USD,NZD,1.375591223
20100723,USD,PHP,46.30146546
20100723,USD,SGD,1.371016515
20100723,USD,THB,32.23772971
20100723,USD,ZAR,7.424672404
20100722,USD,USD,1
20100722,USD,JPY,86.82490272
20100722,USD,BGN,1.522023346
20100722,USD,CZK,19.59455253
20100722,USD,DKK,5.799143969
20100722,USD,EEK,12.17634241
20100722,USD,GBP,0.655875486
20100722,USD,HUF,220.4280156
20100722,USD,LTL,2.687003891
20100722,USD,LVL,0.551673152
20100722,USD,PLN,3.188638132
20100722,USD,RON,3.320622568
20100722,USD,SEK,7.353696498
20100722,USD,CHF,1.044202335
20100722,USD,NOK,6.206225681
20100722,USD,HRK,5.640856031
20100722,USD,RUB,30.45564202
20100722,USD,TRY,1.52459144
20100722,USD,AUD,1.126536965
20100722,USD,BRL,1.771595331
20100722,USD,CAD,1.041867704
20100722,USD,CNY,6.78
20100722,USD,HKD,7.773463035
20100722,USD,IDR,9054.194553
20100722,USD,INR,47.13618677
20100722,USD,KRW,1204.241245
20100722,USD,MXN,12.79859922
20100722,USD,MYR,3.206536965
20100722,USD,NZD,1.387937743
20100722,USD,PHP,46.50272374
20100722,USD,SGD,1.373385214
20100722,USD,THB,32.2848249
20100722,USD,ZAR,7.537976654
20100721,USD,USD,1
20100721,USD,JPY,87.00944059
20100721,USD,BGN,1.525942108
20100721,USD,CZK,19.77529843
20100721,USD,DKK,5.814075057
20100721,USD,EEK,12.20769291
20100721,USD,GBP,0.654950456
20100721,USD,HUF,222.2829055
20100721,USD,LTL,2.693922135
20100721,USD,LVL,0.553015526
20100721,USD,PLN,3.197784193
20100721,USD,RON,3.324490911
20100721,USD,SEK,7.380432238
20100721,USD,CHF,1.048607318
20100721,USD,NOK,6.252243115
20100721,USD,HRK,5.647187329
20100721,USD,RUB,30.46243271
20100721,USD,TRY,1.528126707
20100721,USD,AUD,1.130295701
20100721,USD,BRL,1.770383085
20100721,USD,CAD,1.036435983
20100721,USD,CNY,6.776936881
20100721,USD,HKD,7.774518218
20100721,USD,IDR,9060.731841
20100721,USD,INR,47.16470313
20100721,USD,KRW,1204.376999
20100721,USD,MXN,12.73449325
20100721,USD,MYR,3.216431302
20100721,USD,NZD,1.391199189
20100721,USD,PHP,46.46719201
20100721,USD,SGD,1.3737224
20100721,USD,THB,32.29070765
20100721,USD,ZAR,7.534680502
20100720,USD,USD,1
20100720,USD,JPY,86.81096232
20100720,USD,BGN,1.522734351
20100720,USD,CZK,19.73684211
20100720,USD,DKK,5.801930863
20100720,USD,EEK,12.18203052
20100720,USD,GBP,0.659802242
20100720,USD,HUF,226.2301464
20100720,USD,LTL,2.688259109
20100720,USD,LVL,0.551930863
20100720,USD,PLN,3.219713485
20100720,USD,RON,3.329959514
20100720,USD,SEK,7.396994706
20100720,USD,CHF,1.053955154
20100720,USD,NOK,6.329025226
20100720,USD,HRK,5.63414824
20100720,USD,RUB,30.58198381
20100720,USD,TRY,1.541731548
20100720,USD,AUD,1.145904703
20100720,USD,BRL,1.800218001
20100720,USD,CAD,1.057536593
20100720,USD,CNY,6.778106509
20100720,USD,HKD,7.775848645
20100720,USD,IDR,9083.213952
20100720,USD,INR,47.34739956
20100720,USD,KRW,1206.812519
20100720,USD,MXN,12.95126129
20100720,USD,MYR,3.21247275
20100720,USD,NZD,1.410931174
20100720,USD,PHP,46.44736842
20100720,USD,SGD,1.376518219
20100720,USD,THB,32.30224229
20100720,USD,ZAR,7.64715042
20100719,USD,USD,1
20100719,USD,JPY,87.08806051
20100719,USD,BGN,1.509454349
20100719,USD,CZK,19.62568496
20100719,USD,DKK,5.752025932
20100719,USD,EEK,12.07578915
20100719,USD,GBP,0.654704021
20100719,USD,HUF,223.1843791
20100719,USD,LTL,2.664814386
20100719,USD,LVL,0.54704021
20100719,USD,PLN,3.186848808
20100719,USD,RON,3.297831288
20100719,USD,SEK,7.356023771
20100719,USD,CHF,1.052712819
20100719,USD,NOK,6.283862005
20100719,USD,HRK,5.574206992
20100719,USD,RUB,30.49278382
20100719,USD,TRY,1.539245196
20100719,USD,AUD,1.153276221
20100719,USD,BRL,1.778420931
20100719,USD,CAD,1.054796635
20100719,USD,CNY,6.778035039
20100719,USD,HKD,7.776645829
20100719,USD,IDR,9061.418538
20100719,USD,INR,47.11507293
20100719,USD,KRW,1215.852435
20100719,USD,MXN,12.89750714
20100719,USD,MYR,3.224974917
20100719,USD,NZD,1.416840318
20100719,USD,PHP,46.42278305
20100719,USD,SGD,1.378482673
20100719,USD,THB,32.28525122
20100719,USD,ZAR,7.633171259
20100716,USD,USD,1
20100716,USD,JPY,86.56923077
20100716,USD,BGN,1.504461538
