"Cylinders","EngineSize","DriveWheels","FuelCostperYear","FuelType","Make","Model","Transmission","UCity","UHighway","VechileClass","Year","Guzzler"
8,5.3,"Rear-Wheel Drive",2650,"Regular Gasoline","Isuzu","Ascender 7-passenger 2WD","Automatic 4-spd",16.5498,25.8,"Sport Utility Vehicle - 2WD",2005,NA
6,3.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Jeep","Grand Cherokee 2WD","Automatic 5-spd",18.8,28.5,"Sport Utility Vehicle - 2WD",2005,NA
8,4.7,"Rear-Wheel Drive",2650,"Regular Gasoline","Jeep","Grand Cherokee 2WD","Automatic 5-spd",16.7,25.5,"Sport Utility Vehicle - 2WD",2005,NA
4,2.4,"Rear-Wheel Drive",1950,"Regular Gasoline","Jeep","Liberty/Cherokee 2WD","Manual 6-spd",23.1,32.8,"Sport Utility Vehicle - 2WD",2005,NA
6,3.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Jeep","Liberty/Cherokee 2WD","Automatic 4-spd",18.7,28,"Sport Utility Vehicle - 2WD",2005,NA
6,3.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Jeep","Liberty/Cherokee 2WD","Manual 6-spd",19.5,27.7996,"Sport Utility Vehicle - 2WD",2005,NA
6,3.5,"Rear-Wheel Drive",2450,"Regular Gasoline","Kia","Sorento 2WD","Automatic 5-spd",17.4,28.4,"Sport Utility Vehicle - 2WD",2005,NA
6,3.5,"Rear-Wheel Drive",2450,"Regular Gasoline","Kia","Sorento 2WD","Manual 5-spd",18.1,25.8,"Sport Utility Vehicle - 2WD",2005,NA
6,3.3,"Front-Wheel Drive",1950,"Regular Gasoline","Lexus","RX 330 2WD","Automatic 5-spd",21.6294,32.3305,"Sport Utility Vehicle - 2WD",2005,NA
6,3.3,"Front-Wheel Drive",2100,"Regular Gasoline","Lexus","RX 330 2WD","Automatic (S5)",21.5,31.9,"Sport Utility Vehicle - 2WD",2005,NA
4,2.5,"Front-Wheel Drive",2100,"Regular Gasoline","Dodge","Aries","Automatic 3-spd",22,30,"Midsize Cars",1986,NA
8,4.6,"Rear-Wheel Drive",3650,"Premium Gasoline","Lincoln","Aviator 2WD","Automatic 5-spd",14.1,22.9,"Sport Utility Vehicle - 2WD",2005,NA
8,5.4,"Rear-Wheel Drive",3650,"Premium Gasoline","Lincoln","Navigator 2WD","Automatic 6-spd",14.1,22.8,"Sport Utility Vehicle - 2WD",2005,NA
4,2.3,"Front-Wheel Drive",1900,"Regular Gasoline","Mazda","Tribute 2WD","Automatic 4-spd",24,32.2,"Sport Utility Vehicle - 2WD",2005,NA
4,2.3,"Front-Wheel Drive",1650,"Regular Gasoline","Mazda","Tribute 2WD","Manual 5-spd",27,37.8,"Sport Utility Vehicle - 2WD",2005,NA
6,3,"Front-Wheel Drive",2100,"Regular Gasoline","Mazda","Tribute 2WD","Automatic 4-spd",21.8,31.5,"Sport Utility Vehicle - 2WD",2005,NA
4,2.3,"Front-Wheel Drive",1900,"Regular Gasoline","Mercury","Mariner 2WD","Automatic 4-spd",24.504,32.927,"Sport Utility Vehicle - 2WD",2005,NA
6,3,"Front-Wheel Drive",2100,"Regular Gasoline","Mercury","Mariner 2WD","Automatic 4-spd",21.9289,31.4353,"Sport Utility Vehicle - 2WD",2005,NA
6,4,"Rear-Wheel Drive",2450,"Regular Gasoline","Mercury","Mountaineer 2WD","Automatic 5-spd",17.2832,26.4494,"Sport Utility Vehicle - 2WD",2005,NA
8,4.6,"Rear-Wheel Drive",2650,"Regular Gasoline","Mercury","Mountaineer 2WD","Automatic 5-spd",16.1716,25.0612,"Sport Utility Vehicle - 2WD",2005,NA
6,3.8,"Front-Wheel Drive",2600,"Premium Gasoline","Mitsubishi","Endeavor 2WD","Automatic (S4)",19.3,29.8,"Sport Utility Vehicle - 2WD",2005,NA
4,2.5,"Front-Wheel Drive",1900,"Regular Gasoline","Dodge","Aries","Automatic 3-spd",25,33,"Midsize Cars",1986,NA
4,2.4,"Front-Wheel Drive",1800,"Regular Gasoline","Mitsubishi","Outlander 2WD","Manual 5-spd",24.2,35.5,"Sport Utility Vehicle - 2WD",2005,NA
4,2.4,"Front-Wheel Drive",1900,"Regular Gasoline","Mitsubishi","Outlander 2WD","Automatic (S4)",23.7505,33.6451,"Sport Utility Vehicle - 2WD",2005,NA
8,5.6,"Rear-Wheel Drive",2800,"Regular Gasoline","Nissan","Armada 2WD","Automatic 5-spd",14.9764,24.2614,"Sport Utility Vehicle - 2WD",2005,NA
6,3.5,"Front-Wheel Drive",1950,"Regular Gasoline","Nissan","Murano FWD","Automatic (variable gear ratios)",22.3,32.1,"Sport Utility Vehicle - 2WD",2005,NA
6,4,"Rear-Wheel Drive",2300,"Regular Gasoline","Nissan","Pathfinder 2WD","Automatic 5-spd",17.8381,29.2253,"Sport Utility Vehicle - 2WD",2005,NA
6,3.4,"Front-Wheel Drive",2100,"Regular Gasoline","Pontiac","Aztek FWD","Automatic 4-spd",20.8,33.4,"Sport Utility Vehicle - 2WD",2005,NA
4,2.2,"Front-Wheel Drive",1800,"Regular Gasoline","Saturn","Vue FWD","Automatic (variable gear ratios)",24.6,35.8974,"Sport Utility Vehicle - 2WD",2005,NA
4,2.2,"Front-Wheel Drive",1900,"Regular Gasoline","Saturn","Vue FWD","Automatic 4-spd",24.3,34.3,"Sport Utility Vehicle - 2WD",2005,NA
4,2.2,"Front-Wheel Drive",1700,"Regular Gasoline","Saturn","Vue FWD","Manual 5-spd",25.5,37.3,"Sport Utility Vehicle - 2WD",2005,NA
6,3.5,"Front-Wheel Drive",1950,"Regular Gasoline","Saturn","Vue FWD","Automatic 5-spd",22,35.3,"Sport Utility Vehicle - 2WD",2005,NA
8,5.2,"Rear-Wheel Drive",2650,"Regular Gasoline","Dodge","Diplomat","Automatic 3-spd",16.6667,22,"Midsize Cars",1986,NA
6,2.5,"Rear-Wheel Drive",2200,"Regular Gasoline","Suzuki","Grand Vitara","Automatic 4-spd",20.9,28.4,"Sport Utility Vehicle - 2WD",2005,NA
6,2.5,"Rear-Wheel Drive",2200,"Regular Gasoline","Suzuki","Grand Vitara","Manual 5-spd",20.6,28.5,"Sport Utility Vehicle - 2WD",2005,NA
6,2.7,"Rear-Wheel Drive",2200,"Regular Gasoline","Suzuki","Grand Vitara XL7","Automatic 5-spd",19.6,28.8,"Sport Utility Vehicle - 2WD",2005,NA
6,2.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Suzuki","Grand Vitara XL7","Manual 5-spd",19.2,27.9,"Sport Utility Vehicle - 2WD",2005,NA
6,4,"Rear-Wheel Drive",2200,"Regular Gasoline","Toyota","4Runner 2WD","Automatic 5-spd",20.2713,28.2584,"Sport Utility Vehicle - 2WD",2005,NA
4,2.4,"Front-Wheel Drive",1800,"Regular Gasoline","Toyota","Highlander 2WD","Automatic 4-spd",24.5,34.8,"Sport Utility Vehicle - 2WD",2005,NA
6,3.3,"Front-Wheel Drive",2100,"Regular Gasoline","Toyota","Highlander 2WD","Automatic 5-spd",21.4,31.5,"Sport Utility Vehicle - 2WD",2005,NA
4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","Toyota","RAV4 2WD","Automatic 4-spd",27.1,37.2,"Sport Utility Vehicle - 2WD",2005,NA
4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","Toyota","RAV4 2WD","Manual 5-spd",26.5499,38.3,"Sport Utility Vehicle - 2WD",2005,NA
8,4.7,"Rear-Wheel Drive",2650,"Regular Gasoline","Toyota","Sequoia 2WD","Automatic 5-spd",17.1,23.0996,"Sport Utility Vehicle - 2WD",2005,NA
8,5.2,"Rear-Wheel Drive",2950,"Premium Gasoline","Dodge","Diplomat","Automatic 3-spd",18,27,"Midsize Cars",1986,TRUE
5,2.5,"Front-Wheel Drive",2600,"Premium Gasoline","Volvo","XC90 FWD","Automatic (S5)",19.6,29,"Sport Utility Vehicle - 2WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Acura","MDX 4WD","Automatic 5-spd",18.4,29.3,"Sport Utility Vehicle - 4WD",2005,NA
6,2.7,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Audi","Allroad quattro","Manual 6-spd",17.6,29.4,"Sport Utility Vehicle - 4WD",2005,NA
6,2.7,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Audi","Allroad quattro","Automatic (S5)",18.3,28.2,"Sport Utility Vehicle - 4WD",2005,NA
8,4.2,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","Audi","Allroad quattro","Automatic (S5)",17.8,26.6,"Sport Utility Vehicle - 4WD",2005,NA
6,2.5,"4-Wheel or All-Wheel Drive",2600,"Premium Gasoline","BMW","X3","Manual 6-spd",19.2,31.2,"Sport Utility Vehicle - 4WD",2005,NA
6,2.5,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","BMW","X3","Automatic (S5)",18.5,30.1,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2600,"Premium Gasoline","BMW","X3","Manual 6-spd",19,31.6,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","BMW","X3","Automatic (S5)",17.7,29.8,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","BMW","X5","Manual 6-spd",16.4,27.4,"Sport Utility Vehicle - 4WD",2005,NA
8,5.2,"Rear-Wheel Drive",3300,"Regular Gasoline","Dodge","Diplomat","Automatic 3-spd",13.3333,19,"Midsize Cars",1986,NA
6,3,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","BMW","X5","Automatic (S5)",17.5,26.7,"Sport Utility Vehicle - 4WD",2005,NA
8,4.4,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","BMW","X5","Automatic (S6)",17.7,28,"Sport Utility Vehicle - 4WD",2005,NA
8,4.8,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","BMW","X5 4.8is","Automatic (S6)",17.8,27.4,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Buick","Rainier AWD","Automatic 4-spd",16.8,26.2,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Buick","Rainier AWD","Automatic 4-spd",16.7,24,"Sport Utility Vehicle - 4WD",2005,NA
6,3.4,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Buick","Rendezvous AWD","Automatic 4-spd",20,30.7692,"Sport Utility Vehicle - 4WD",2005,NA
6,3.6,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Buick","Rendezvous AWD","Automatic 4-spd",19.6,32.3,"Sport Utility Vehicle - 4WD",2005,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Cadillac","Escalade AWD","Automatic 4-spd",14.4444,22.3,"Sport Utility Vehicle - 4WD",2005,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Cadillac","Escalade ESV AWD","Automatic 4-spd",14.4444,22.3,"Sport Utility Vehicle - 4WD",2005,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Cadillac","Escalade Ext AWD","Automatic 4-spd",14.4444,22.3,"Sport Utility Vehicle - 4WD",2005,NA
4,2.2,"Front-Wheel Drive",2500,"Premium Gasoline","Dodge","Lancer","Automatic 3-spd",22,31,"Midsize Cars",1986,NA
6,3.6,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Cadillac","SRX AWD","Automatic (S5)",17.5994,28.6457,"Sport Utility Vehicle - 4WD",2005,NA
8,4.6,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Cadillac","SRX AWD","Automatic (S5)",16.2,25.641,"Sport Utility Vehicle - 4WD",2005,NA
6,4.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Blazer 4WD","Automatic 4-spd",16.8,24.8,"Sport Utility Vehicle - 4WD",2005,NA
6,4.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Blazer 4WD","Manual 5-spd",16.2,24,"Sport Utility Vehicle - 4WD",2005,NA
6,3.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Chevrolet","Equinox AWD","Automatic 5-spd",20.6,32,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Suburban 1500 4WD","Automatic 4-spd",16.4,24.359,"Sport Utility Vehicle - 4WD",2005,NA
8,4.8,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Tahoe 1500 4WD","Automatic 4-spd",17.3,25.6,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Tahoe 1500 4WD","Automatic 4-spd",16.4,24.359,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Tahoe 1500 AWD","Automatic 4-spd",16.4,24.359,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","TrailBlazer 4WD","Automatic 4-spd",16.8,26.2,"Sport Utility Vehicle - 4WD",2005,NA
4,2.2,"Front-Wheel Drive",1800,"Regular Gasoline","Dodge","Lancer","Automatic 3-spd",26.6667,34,"Midsize Cars",1986,NA
6,4.2,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Chevrolet","TrailBlazer Ext 4WD","Automatic 4-spd",15.2,23.5,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","TrailBlazer Ext 4WD","Automatic 4-spd",15.9498,24.3491,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Chrysler","Pacifica AWD","Automatic 4-spd",18.3995,28.0996,"Sport Utility Vehicle - 4WD",2005,NA
8,4.7,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Dodge","Durango 4WD","Automatic 5-spd",15.2,22.9,"Sport Utility Vehicle - 4WD",2005,NA
8,5.7,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Dodge","Durango 4WD","Automatic 5-spd",14.5,22.8,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Dodge","Magnum AWD","Automatic 5-spd",18.8,30.8,"Sport Utility Vehicle - 4WD",2005,NA
8,5.7,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Dodge","Magnum AWD","Automatic 5-spd",19.2,30.6,"Sport Utility Vehicle - 4WD",2005,NA
4,2.3,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Ford","Escape 4WD","Automatic 4-spd",20.6,27.9349,"Sport Utility Vehicle - 4WD",2005,NA
4,2.3,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Ford","Escape 4WD","Manual 5-spd",24.3,33.7,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Ford","Escape 4WD","Automatic 4-spd",19.6,27.9943,"Sport Utility Vehicle - 4WD",2005,NA
4,2.2,"Front-Wheel Drive",1500,"Regular Gasoline","Dodge","Lancer","Manual 5-spd",28,45,"Midsize Cars",1986,NA
4,2.3,"4-Wheel or All-Wheel Drive",1450,"Regular Gasoline","Ford","Escape Hybrid 4WD","Automatic (variable gear ratios)",36.6,36.9,"Sport Utility Vehicle - 4WD",2005,NA
8,5.4,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Ford","Expedition 4WD","Automatic 4-spd",15.7,22.9,"Sport Utility Vehicle - 4WD",2005,NA
6,4,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Ford","Explorer 4WD","Automatic 5-spd",15.9635,25.1246,"Sport Utility Vehicle - 4WD",2005,NA
8,4.6,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Ford","Explorer 4WD","Automatic 5-spd",15.5158,23.4389,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Ford","Freestyle AWD","Automatic (variable gear ratios)",20.8804,31.0608,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","GMC","Envoy 4WD","Automatic 4-spd",16.8,26.2,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","GMC","Envoy XL 4WD","Automatic 4-spd",15.2,23.5,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","GMC","Envoy XL 4WD","Automatic 4-spd",15.9498,24.3491,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","GMC","Envoy XUV 4WD","Automatic 4-spd",15.2,23.5,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","GMC","Envoy XUV 4WD","Automatic 4-spd",15.9498,24.3491,"Sport Utility Vehicle - 4WD",2005,NA
4,1.8,"Front-Wheel Drive",1700,"Regular Gasoline","Pontiac","Sunbird Convertible","Automatic 3-spd",26,37.1795,"Subcompact Cars",1985,NA
4,2.2,"Front-Wheel Drive",2350,"Premium Gasoline","Dodge","Lancer","Manual 5-spd",21,36,"Midsize Cars",1986,NA
8,4.8,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","GMC","Yukon 1500 4WD","Automatic 4-spd",17.3,25.6,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","GMC","Yukon 1500 4WD","Automatic 4-spd",16.4,24.359,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","GMC","Yukon 1500 AWD","Automatic 4-spd",16.4,24.359,"Sport Utility Vehicle - 4WD",2005,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","GMC","Yukon 1500 AWD","Automatic 4-spd",14.4444,22.3,"Sport Utility Vehicle - 4WD",2005,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","GMC","Yukon XL 1500 AWD","Automatic 4-spd",14.4444,22.3,"Sport Utility Vehicle - 4WD",2005,NA
4,2.4,"4-Wheel or All-Wheel Drive",1800,"Regular Gasoline","Honda","CR-V 4WD","Automatic 5-spd",24.5517,34.6031,"Sport Utility Vehicle - 4WD",2005,NA
4,2.4,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Honda","CR-V 4WD","Manual 5-spd",23.5,32.8,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Honda","Pilot 4WD","Automatic 5-spd",18.4,27.9,"Sport Utility Vehicle - 4WD",2005,NA
6,2.7,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Hyundai","Santa Fe 4WD","Automatic 4-spd",20.1,29.7,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Hyundai","Santa Fe 4WD","Automatic 5-spd",18.4,29.2,"Sport Utility Vehicle - 4WD",2005,NA
4,2.5,"Front-Wheel Drive",1900,"Regular Gasoline","Dodge","Lancer","Automatic 3-spd",25,32,"Midsize Cars",1986,NA
4,2,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Hyundai","Tucson 4WD","Manual 5-spd",23.5,33.3,"Sport Utility Vehicle - 4WD",2005,NA
6,2.7,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Hyundai","Tucson 4WD","Automatic 4-spd",21.3,31.3,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Infiniti","FX35 AWD","Automatic (S5)",18.0787,27.7182,"Sport Utility Vehicle - 4WD",2005,NA
8,4.5,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Infiniti","FX45 AWD","Automatic (S5)",16.7,24.7,"Sport Utility Vehicle - 4WD",2005,NA
8,5.6,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Infiniti","QX56 4WD","Automatic 5-spd",14.4,22.9,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Isuzu","Ascender 5-passenger 4WD","Automatic 4-spd",16.8,26.2,"Sport Utility Vehicle - 4WD",2005,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Isuzu","Ascender 7-passenger 4WD","Automatic 4-spd",16.8,26.2,"Sport Utility Vehicle - 4WD",2005,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Isuzu","Ascender 7-passenger 4WD","Automatic 4-spd",15.9498,24.3491,"Sport Utility Vehicle - 4WD",2005,NA
6,3.7,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Jeep","Grand Cherokee 4WD","Automatic 5-spd",18.4,26.9,"Sport Utility Vehicle - 4WD",2005,NA
8,5.7,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Jeep","Grand Cherokee 4WD","Automatic 5-spd",15.4,24.2,"Sport Utility Vehicle - 4WD",2005,NA
4,2.5,"Front-Wheel Drive",1650,"Regular Gasoline","Dodge","Lancer","Manual 5-spd",26,41,"Midsize Cars",1986,NA
4,2.4,"4-Wheel or All-Wheel Drive",1950,"Regular Gasoline","Jeep","Liberty/Cherokee 4WD","Manual 6-spd",22.6,30.4,"Sport Utility Vehicle - 4WD",2005,NA
6,3.7,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Jeep","Liberty/Cherokee 4WD","Automatic 4-spd",18.7,28,"Sport Utility Vehicle - 4WD",2005,NA
6,3.7,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Jeep","Liberty/Cherokee 4WD","Manual 6-spd",19.5,27.7996,"Sport Utility Vehicle - 4WD",2005,NA
4,2.4,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Jeep","Wrangler/TJ 4WD","Manual 6-spd",20,26.4,"Sport Utility Vehicle - 4WD",2005,NA
6,4,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Jeep","Wrangler/TJ 4WD","Automatic 4-spd",15.8,22.7,"Sport Utility Vehicle - 4WD",2005,NA
6,4,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Jeep","Wrangler/TJ 4WD","Manual 6-spd",16.3,23.8,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Kia","Sorento 4WD","Automatic 5-spd",16.1498,25.0451,"Sport Utility Vehicle - 4WD",2005,NA
6,3.5,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Kia","Sorento 4WD","Manual 5-spd",17.5,25.5,"Sport Utility Vehicle - 4WD",2005,NA
6,2.5,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Land Rover","Freelander","Automatic (S5)",19.6249,26.4243,"Sport Utility Vehicle - 4WD",2005,NA
6,4,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Land Rover","LR3","Automatic (S6)",15.422,24.2123,"Sport Utility Vehicle - 4WD",2005,NA
4,2.2,"Front-Wheel Drive",1800,"Regular Gasoline","Dodge","600","Automatic 3-spd",26.6667,34,"Midsize Cars",1986,NA
8,4.4,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Land Rover","LR3","Automatic (S6)",15.6,23.3,"Sport Utility Vehicle - 4WD",2005,NA
8,4.4,"4-Wheel or All-Wheel Drive",3950,"Premium Gasoline","Land Rover","Range Rover","Automatic (S5)",13.2391,20.4761,"Sport Utility Vehicle - 4WD",2005,NA
8,4.7,"4-Wheel or All-Wheel Drive",3050,"Regular Gasoline","Lexus","LX 470","Automatic 5-spd",14.4971,21.394,"Sport Utility Vehicle - 4WD",2005,NA
6,3.3,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Lexus","RX 330 4WD","Automatic 5-spd",20.4523,30.557,"Sport Utility Vehicle - 4WD",2005,NA
6,3.3,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Lexus","RX 330 4WD","Automatic (S5)",20.4,30.3,"Sport Utility Vehicle - 4WD",2005,NA
8,4.6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Lincoln","Aviator 4WD","Automatic 5-spd",14.1484,22.549,"Sport Utility Vehicle - 4WD",2005,NA
4,2.3,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Mazda","Tribute 4WD","Automatic 4-spd",20.6,27.9349,"Sport Utility Vehicle - 4WD",2005,NA
4,2.3,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Mazda","Tribute 4WD","Manual 5-spd",24.3,33.7,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Mazda","Tribute 4WD","Automatic 4-spd",19.6,27.9943,"Sport Utility Vehicle - 4WD",2005,NA
8,5,"4-Wheel or All-Wheel Drive",3950,"Premium Gasoline","Mercedes-Benz","G500","Automatic 5-spd",14,18.5,"Sport Utility Vehicle - 4WD",2005,NA
4,2.2,"Front-Wheel Drive",2500,"Premium Gasoline","Dodge","600","Automatic 3-spd",22,31,"Midsize Cars",1986,NA
8,5.4,"4-Wheel or All-Wheel Drive",3950,"Premium Gasoline","Mercedes-Benz","G55 AMG","Automatic 5-spd",13.2,18.3,"Sport Utility Vehicle - 4WD",2005,NA
6,3.7,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Mercedes-Benz","ML350","Automatic 5-spd",16.9,23.1,"Sport Utility Vehicle - 4WD",2005,NA
8,5,"4-Wheel or All-Wheel Drive",3400,"Premium Gasoline","Mercedes-Benz","ML500","Automatic 5-spd",15.9,22.1,"Sport Utility Vehicle - 4WD",2005,NA
4,2.3,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Mercury","Mariner 4WD","Automatic 4-spd",21.9349,29.5884,"Sport Utility Vehicle - 4WD",2005,NA
6,3,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Mercury","Mariner 4WD","Automatic 4-spd",20.3702,28.9177,"Sport Utility Vehicle - 4WD",2005,NA
6,4,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Mercury","Mountaineer 4WD","Automatic 5-spd",15.4699,24.1381,"Sport Utility Vehicle - 4WD",2005,NA
8,4.6,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Mercury","Mountaineer 4WD","Automatic 5-spd",15.5158,23.4389,"Sport Utility Vehicle - 4WD",2005,NA
6,3.8,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Mitsubishi","Endeavor 4WD","Automatic (S4)",18.9,28,"Sport Utility Vehicle - 4WD",2005,NA
6,3.8,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Mitsubishi","Montero","Automatic (S5)",16.2,23.9,"Sport Utility Vehicle - 4WD",2005,NA
4,2.4,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Mitsubishi","Outlander 4WD","Manual 5-spd",23.1,34.2,"Sport Utility Vehicle - 4WD",2005,NA
4,2.5,"Front-Wheel Drive",1900,"Regular Gasoline","Dodge","600","Automatic 3-spd",25,32,"Midsize Cars",1986,NA
